sample_index,face_index,u,v,x,y,z
47,18,55.028367929678296,132.84432674710035,95.49536499665524,97.22438799667943,28.0245836569421
48,27,-67.57624174243672,123.74701139234377,36.35073398388123,208.42701785120946,92.96965454403743
49,38,-143.42467950339068,-6.0809542757475805,-67.00599566768781,138.94306393739288,73.75103122882987
50,28,-86.43141089751639,113.89146030362318,22.759371814802865,151.6063872245072,97.092549777467
51,45,-105.91644113501175,-95.758614922478,-98.50332714522827,193.37333266179007,15.195985709258743
52,46,-106.04338255586751,-95.76712030743407,-98.79338375853663,65.8192160368055,12.25098932166667
53,56,39.03575732190295,-138.00156062095934,-56.59230304904041,171.80888146214497,-82.29732460299839
54,32,-119.15729174764884,79.57677730394957,-10.51710177367292,138.29153186686224,98.96415665053323
55,0,107.94250756485711,-86.28506966344402,1.5616230911280524,23.557008944970264,-99.8461936636034
56,23,-26.428402927207244,139.18153509180877,62.91371654268727,186.01987071818405,77.1094766191436
57,60,83.92351237426388,-113.64377714549225,-23.392648071160888,93.24695124629363,-96.9004474976291
58,3,136.83452795756995,-37.23703207450183,41.11883235321386,119.49103219376084,-90.86433458738375
59,45,-105.66678314212358,-95.46218830450712,-98.62109361904155,154.06759800551418,14.000281753387004
60,10,128.1354328916214,58.48087339909623,88.34887914100335,18.413587505647673,-45.82491605592388
61,43,-122.21960243254934,-71.38269096551899,-92.61869095208692,292.41139056765337,37.507705727349936
62,4,136.667385304467,-27.56036317558031,45.798891491553576,49.28560282084364,-88.36278956765966
63,26,-55.55040363543461,135.7431030326034,47.89139890836556,20.91581577762678,87.24432047303219
64,34,-134.03159399011471,45.86701196434353,-34.84922412834089,180.84988903446632,93.42513264471219
65,32,-123.00484294430166,69.54196359526404,-17.324572297214424,194.13055414220648,98.29367981953465
66,17,61.48535391764074,128.1549157059733,96.40463613780261,194.6826019543327,25.027118844103484
67,8,138.66877023275305,34.39398649046102,80.02134982146536,144.62184215466303,-59.36558741279937
68,28,-83.43450759861815,113.82763377741823,23.951570977286384,194.60987989062437,96.73090006324742
69,35,-138.52901580102738,34.58357033408776,-43.21525523131776,145.98602528247451,89.74377263401132
70,16,76.44358875068029,121.47115602560564,98.95891895943315,61.93869025908297,10.570280983045532
71,35,-140.04157881577893,39.72413887133427,-41.17718400964941,67.31931363055176,90.83314496109182
72,41,-133.1048767342108,-52.50174474934796,-87.046957491095,165.93481439871528,48.260638886020246
73,29,-100.51415535606277,97.32319382574843,7.714969129886061,244.95429653028572,99.24014242359632
74,56,32.43284093291582,-137.9871826796991,-59.5745546916402,113.00345874460457,-79.84985487380601
